Recurso;XP/unidad
Estômago de Pingwinlate;3
Pelagem Achocolatada;3
Calda de Chocrakol;3
Bico de Kwakau;3
Carne marmorizada;3,0046
Úmero de Sparo;3,0693
Bermudas Destruídas de Gourlo;3,1395
Penugem de Nelween;3,1395
Tecido de Draegnerys;3,1395
Bolinha;3,174
Barba inexistente do Barbrossa;3,174
Diamante;3,1759
Baú de Armadilhas para Caçador;3,1914
Penugem de Mamagwin;3,2007
Orelha furada de Frivali;3,2222
Cachimbo Zoth;3,2222
Megapedra do Smagador;3,2631
Bráctea de Maerva;3,2705
Vísceras de Scorbuto;3,2812
Bolsa de Kartush;3,283
Sépala de Nerva;3,3192
Pelo da barba do Xamagwin;3,3192
Orelha de Kaniglu;3,3461
Fibra Criminal;3,3535
Olho de Crowvo;3,3535
Fragmento de Espada Reptiliana;3,3535
Coleira Arrebentada de Álmata;3,3535
Kolerrato Morto;3,3535
Pelos de Barba de Dragoperu;3,3535
Chave do Calabouço dos Tofus;3,3665
Chave do esconderijo do Karoblatta;3,3665
Carpelo de Rotaflor;3,3683
Tecido de Foxfaiter;3,391
Asa de Dragoperu Ruivo Selvagem;3,391
Cálice de Tronks;3,4177
Chave do Calabouço dos Scarafolhas;3,4325
Rabo do Pingwin-Fu;3,4469
Óleo de noz;3,4485
Runa Pa Fu;3,6
Runa Pa Blo;3,6
Runa Ta Fu;3,6
Runa Pata Fu;3,6
Runa Rata Fu;3,6
Runa Ta Blo;3,6
Runa Pata Blo;3,6
Runa Rata Blo;3,6
Estame de Floramor;3,6009
Pele de Patogerme;3,616
Chave do Claustro dos Blops;3,6281
Amígdalas do Bitufo Sombrio;3,653
Olho de Rato da Gangue;3,6546
Pó maduro;3,6647
Semente de Arvorador Sombrio;3,7055
Essência do Papatudo Real;3,7168
Pelos de Bumbardeiro;3,7222
Pelos de Bolequilifox;3,7222
Pelos de Artiforrojão;3,7222
Pele de Foxguete;3,7222
Pele de Cospefox;3,7222
Ponta de Lança de Fangshu;3,7222
Tecido de Kurookin;3,7222
Pulseira de Ino-Naru;3,7222
Lâmina Quebrada de Lichangoro;3,7222
Fita de Uchiwang;3,7222
Chave da Akademia dos Gobs;3,7241
Garra de Dragovo Alabastro;3,7292
Pólvora explosiva;3,7318
Olho de Kanigre;3,7396
Magnesita;3,75
Tábua de surfe;3,75
Crânio do Chefe Crocodyl;3,7794
Carne macerada;3,7941
Chave do Calaboço dos Skeletos;3,89
Concentrado de bosquezinho;3,9
Lã de Papatudo Real;3,9772
Gramarão horror;4
Andesita;4
Asa de Dragoperu Dourado;4,0298
Rabo de Rato da Gangue;4,0451
Pedaço de chave da Manhã Pewolada;4,1
Pedaço de chave do Meio-dia Wadiante;4,1
Pedaço de chave da Noite Pweta;4,1
Pedra de Dopel;4,1127
Ovo de Dragovo Ardósia;4,127
Ovo de Dragovo Argila;4,127
Ovo de Dragovo Carvão;4,127
Essência do Girassol Faminto;4,1538
Pinça do Fancorasma;4,1875
Rabo do Fantasmaomar;4,1875
Concha de Fantimoneiro;4,1875
Mastro de Fantomastro;4,1875
Escama de Arpirata;4,1875
Barba do Wei Wobot;4,2073
Carapaça do Mantiscorp;4,2073
Chave do Calabouço dos Bworks;4,3122
Bumerangue do Dok Alako;4,3179
Raiz de Arvraknídeo Ancestral;4,3434
Couro de Valilibido;4,3632
Tecido de Valitudo;4,3632
Presa de Valilicerina;4,3632
Óleo de Kovotelo;4,3803
Pelo de Travalili;4,545
Pedra de ágata;4,5796
Pedra de Selenita;4,6
Fragmento do mapa do Nozoiado 1/2;4,6153
Fragmento do mapa do Nozoiado 2/2;4,6153
Chave do Calabouço dos Ferreiros;4,6346
Chicha mineral;4,6542
Chave da Gruta Hesca;4,7058
Tecido de Pirata Rya;4,7857
Garra de Perfugaz;4,7916
Pele de Metaforatroz;4,7916
Chifre de Papatroz;4,7916
Olho de Perfuleiro;4,7916
Rabo de Mamatroz;4,7916
Broto de Malzerb;4,7916
Boleadeira de Maltrio;4,7916
Espinho de Malpik;4,7916
Amuleto da Sorte de Malalfa;4,7916
Chifre de Malárvore;4,7916
Chave do Ninho do Kwakwa;4,8146
Fragmento do Górgula;4,8611
Carne selvagem;4,9115
Forro de Mopete;4,9349
Truta ancestral;5
Cevada açucarada;5
Runa Cri;5
Runa Cur;5
Sálvia divina ao rum;5
Seiva de castanheiro;5
Parafuso Wabbit;5,0735
Marfim;5,0906
Bakelelita;5,1
Casca de Lerroá Merlin;5,1118
Ovo de Dragovo Calcário;5,14
Areia fina;5,14
Cloaca do Phrango;5,2272
Resíduo de Solfatara;5,2272
Casca de Arvraknídeo Venerável;5,2272
Tintura Mágica Esverdeada;5,2472
Poção Muscular;5,3594
Traseiro do Bitufo Aéreo;5,3645
Concentrado de prado;5,4
Escalpo do Mulobo;5,4687
Focinho de Dragão-Porco;5,4687
Pele de Moon;5,4687
Trança do Tronkoso;5,4687
Garra de Feligiena;5,5036
Corrente de Pantenorme;5,5036
Esmeralda;5,5106
Falso Rosto de Couvefield;5,5128
Barba do Tchuke;5,5128
Seda babosa;5,5128
Olho de Carangolho;5,5398
Arakne esmigalhada;5,5398
Caldo de Peixe;5,55
Orelha de Kaniblu;5,5738
Juba de Orfelino;5,5738
Runa Pa Da Ard;5,625
Runa Pa Da Emp;5,625
Runa Pa Da Cri;5,625
Runa Pa Da Terra;5,625
Runa Pa Da Fogo;5,625
Runa Pa Da Água;5,625
Runa Pa Da Ar;5,625
Runa Pa Da Neutro;5,625
Runa Ta Da Cri;5,625
Runa Pata Da Cri;5,625
Runa Ta Da Terra;5,625
Runa Pata Da Terra;5,625
Runa Rata Da Terra;5,625
Runa Ta Da Fogo;5,625
Runa Pata Da Fogo;5,625
Runa Rata Da Fogo;5,625
Runa Ta Da Água;5,625
Runa Pata Da Água;5,625
Runa Rata Da Água;5,625
Runa Ta Da Ar;5,625
Runa Pata Da Ar;5,625
Runa Rata Da Ar;5,625
Runa Ta Da Neutro;5,625
Runa Pata Da Neutro;5,625
Runa Rata Da Neutro;5,625
Runa Pa Da Ref;5,625
Cabeleira de Kanikila;5,6445
Cabelos de Aliena;5,6445
Essência do Scarachefe Dourado;5,6756
Essência de Boostache;5,6756
Bico de Gelikano;5,6792
Vísceras do Scarachefe Dourado;5,6941
Bigode de Boostache;5,6941
Tinta Amarela;5,7093
Tinta Vermelha;5,7093
Tinta Azul;5,7093
Tinta Laranja;5,7093
Tinta Verde;5,7093
Tinta Lilás;5,7093
Tinta Preta;5,7093
Cópia da chave do esconderijo dos Bandidos;5,7424
Primeira chave do calabouço do Sphincter;5,75
Segunda chave para o calabouço de Sphincter;5,75
Chave do Refúgio Silvestre;5,7624
Baba de Krakol;5,7657
Rubi;5,7665
Esterno de Miaw Selvagem;5,8258
Pata da Guardiã dos Esgotos;5,8392
Poção de velhice;5,85
Cepo de Arvorador Claro;5,9133
Flor de Onabu-Geisha;5,9318
Ossos de Jiangshi-Nobi;5,9318
Peitoral de Tamburai;5,9318
Ombreira de Kabushido;5,9318
Meia-Lua de Tsukinoichi;5,9318
Cauda de Miasquatch;5,9318
Pelo de Miawnossa;5,9318
Colar de Miakichan;5,9318
Orelha de Miawspia;5,9318
Dente de Miaçúcar;5,9318
Pata de Ratrofiado;5,9801
Espeto de Caranguejo Exótico;6
Relíquia do Rasgabola Maior;6
Tábua de passar;6
Runa Ra Sa;6,075
Carne fresca;6,0846
Aveia mágica;6,1304
Vime Encantado;6,1304
Couro violeta de Megabwork;6,1304
Tecido de Gordobola;6,1304
Fatia mágica de Orcbwork;6,1304
Escalpo de Bizarbwork;6,1304
Pele de Rodafaka;6,1304
Pele de Clocinomo;6,1304
Glândula de Arak-hai;6,1687
Essência de Batofu;6,1764
Essência de Karoblatta;6,1764
Farinha Terrada;6,1843
Teia de Arakne sombria;6,2075
Suor de Dragoperu;6,2121
Escama de Grozilla;6,25
Tintura mágica tenebrosa;6,3529
Pedra de Atomístico;6,3888
Pedra de Fumeroll;6,3888
Chave da Forja dos Waddicts;6,5223
Segunda parte da chave do labirinto do Dragão Porco;6,5298
Kola;6,5461
Essência do Diretor Grunob;6,5625
Kuartzo;6,6
Nó de Marinheiro;6,677
Brotinho Explosivo de Damadríade;6,7021
Vísceras de Tanuki;6,7187
Pedra de Mofete;6,7647
Orelha de Soryo Gelifox;6,8684
Lã de Maho Gelifox;6,8684
Lã de Yokai Gelifox;6,8684
Maléolo de Yomi Gelifox;6,8684
Incisivo de Kami Gelifox;6,8684
Tintura Mágica Avermelhada;6,8975
Peixe-tigre;7
Aveia aurífera;7
Pedra de água-marinha;7
Fragmento do Mapa da Kebra 1/4;7
Fragmento do Mapa da Kebra 2/4;7
Fragmento do Mapa da Kebra 3/4;7
Trevo Lução;7
Seiva de nogueira;7
Fragmento do Mapa da Kebra 4/4;7
Poção dos ancestrais;7,05
Coração de Vaposmag;7,1874
Penugem do Mestre Corvoc;7,2564
Costeletas de Relouin;7,2916
Escama de Grasmera;7,2916
Meia furada do Dramak;7,2916
Bordado de Malefisko;7,2916
Dente do Kharnossauro;7,2916
Juba de Rato Branco;7,3255
Metária Triam Vermelha;7,4107
Metária Triam Amarela;7,4107
Orelha de Buldogro;7,4261
Tecido de Milobo;7,4969
Runa Ta Cri;7,5
Runa Pata Cri;7,5
Metária Triam Azul;7,5068
Metária Triam Verde;7,5068
Chave do vilarejo Kanibola;7,5856
Suco de Nojoso;7,6224
Chapéu rasgado de Drakoalak;7,6274
Elástico de Gobvio;7,6274
Concentrado de brenha;7,65
Pena do Rasgabola Maior;7,7205
Essência do Chafer Ronin;7,73
Kaokurimono;7,7368
Olho de Maruda;7,7368
Chapeuzako;7,7368
Lanterna Usada;7,7368
Máscara Quebrada;7,7368
Tufo de cabelo de Secentah;7,7368
Dente de Ciclotuzinho;7,7368
Pata de Mastingole;7,7368
Pele de Tremorsa;7,7368
Espinho de Espetênia;7,7368
Vísceras de Marombz;7,7368
Suco de Dotôbz;7,7368
Crânio de Kamikabz;7,7368
Cartilagem de Quadrabz;7,7368
Chave da Arca de Otomai;7,7671
Safira;7,8301
Perna de pau do Diboka;7,833
Dentes de Milobo;7,8671
Tufo de Tofuzinho Feio;8,0187
Essência dos Ferreiros;8,0357
Madrepérola;8,037
Testículos de Porquilobo;8,043
Escalpo de Milonoke;8,043
Testículos Mágicos de Milobandido;8,043
Chifre de Dragosso Proteiforme;8,043
Chifre de Dragosso Calcário;8,043
Casca de Dragosso Carvão;8,043
Casca de Dragosso Ardósia;8,043
Casca de Dragosso Argila;8,043
Mojo de Milovó;8,043
Chifre de Rinoferoz;8,043
Couro de Capsaaloocke;8,0562
Chave da Toca do Wei Wabbit;8,1169
Chicha podre;8,1227
Língua de Dentubarão;8,1666
Pelos do Minotoror;8,1868
Pele de Crocabulia;8,1868
Folha de Blop Arco-Íris Real;8,1868
Caixa de presente do Minotobola de Nataw;8,1893
Carne magra;8,1898
Flor de Kwentro;8,225
Pelo de Bworka;8,3148
Essência da Bworka;8,3333
Veneno fustigante;8,3624
Cristal;8,5433
Lamela de Dramanita;8,647
Volva de Fistulor;8,647
Volva de Fungador;8,647
Casca de Korrozivo;8,647
Lamela de Merulete;8,647
Casca de Coguknídeo;8,7473
Tábua de privada;8,7749
Traseiro de Tofuzmo;8,8093
Chifre do Scaratos;8,8093
Bola Polida;8,8193
Chifre de Deminobola;8,8556
Chifre de Muminotor;8,8556
Brasa de Tofulminante;8,8556
Pelo de Rato Bontariano;8,9615
Peixe Iglu;9
Pena pontuda de Raporvo;9,011
Coração de Bebedor;9,011
Ovo de Tofubina;9,0296
Juba Florida;9,0517
Furúnculo da Mamãe Bwork;9,0517
Kriptonita;9,15
Faixa furada de Fogo;9,1544
Faixa furada de Terra;9,1544
Faixa furada de Água;9,1544
Faixa furada de Ar;9,1544
Corvoc Morto;9,2167
Trompete de Tromperela;9,2576
Língua de Cogudonte;9,2576
Olho de Xamogu;9,2576
Lamela de Cogubis;9,2576
Baba de Cogu Mellus;9,2576
Glândula do Repulgnante;9,2647
Dente de Trezzy;9,2842
Pele de Vintedoz;9,2842
Tanga de Trintetrex;9,2842
Barba de Sett;9,2842
Bico do Kido;9,289
Queixo falso do Pantanoso;9,289
Tufo Mofette;9,2891
Dente de Shin Larva;9,3283
Coral magistral;9,3283
Bico do Kwakwa;9,3283
Essência da Shin Larva;9,375
Essência do Coralador Magistral;9,375
Essência do Kwakwa;9,375
Essência de Rakooper;9,375
Pele de Minos;9,3924
Chave dos Picos Rochosos dos Smagadores;9,4202
Tecido de Nojoso;9,4357
Asa atrofiada de Tofu Godin;9,5145
Coração de Pedra Polido;9,5314
Olho de Kaska;9,5703
Parafuso de Cybwork;9,5708
Coração de Brandon;9,6744
Pata de Escoliopendra;9,6764
Asa de Pulgorda;9,6764
Ferrão de Mortimbondo;9,6764
Carne estragada;9,6764
Presa de Dragovo Protetor;9,7769
Asa de Draguendrop;9,7769
Coco do Bitufo das Planícies;9,779
Chave do Laboratório de Brumen Tinctorias;9,8895
Metária Maga Vermelha;9,958
Metária Maga Azul;9,958
Metária Maga Verde;9,958
Pequena Carpa de Areia;10
Lúpulo Brilhante;10
Relíquia do Tynril;10
Menta Capta;10
Seiva de carvalho;10
Madeira de aquaju;10
Salikrônia;10
Quisnoa;10
Lapa;10
Sepiolita;10
Tulipa de Papel;10
Pesk de TInta;10
Bastão do Kilibriss;10,0319
Artefato Pandawushu Madeira;10,0593
Néctar do Oriente;10,0611
Chave da Horta de Relouin;10,3413
Chave do Antro do Blop Arco-Íris;10,35
Poção de Kossassako;10,35
Bandagem do Guerreiro Koalak;10,5539
Turfa Seca;10,5539
Pinça de Lucranius;10,6129
Veneno de Perfidaranha;10,6129
Antenas de Kabombz;10,6578
Juba de Rato Negro;10,6779
Couro de Paparneiromute;10,9429
Chave da Prova de Draegnerys;10,961
Orelha de Gobuster;10,9666
Rabo de Wolvexugo;10,9666
Garra de Feroxugo;10,9666
Orelha de Texurno;10,9666
Molar de Texaice;10,9666
Omoplata de Texom;10,9666
Orelha de Aperiglurso;10,9666
Sardinha sombria;11
Seiva de bombu;11
Runa Pa Res Pa;11,025
Runa Pa Res Pm;11,025
Runa Pa Ret Pa;11,025
Runa Pa Ret Pm;11,025
Runa Ta Res Pa;11,025
Runa Pata Res Pa;11,025
Runa Rata Res Pa;11,025
Runa Ta Res Pm;11,025
Runa Pata Res Pm;11,025
Runa Rata Res Pm;11,025
Runa Ta Ret Pa;11,025
Runa Pata Ret Pa;11,025
Runa Rata Ret Pa;11,025
Runa Ta Ret Pm;11,025
Runa Pata Ret Pm;11,025
Runa Rata Ret Pm;11,025
Pelo de Rato Brakmariano;11,0489
Bumerangue do Koalak Sanguíneo;11,0985
Kobalita;11,1
Raiz do Carvalho Mole;11,5517
Flor de Blop Cereja Real;11,6477
Flor de Blop Coco Real;11,6477
Flor de Blop Índigo Real;11,6477
Flor de Blop Maçã Real;11,6477
Fêmur de Koalak Selvagem;11,6666
Essência do Blop Real;11,7142
Orelha de Piroxugo;11,75
Olho de Asploda;11,8789
Clavícula de Papamute;11,9014
Âmbar de Arvraknídeo sombrio irascível;11,9178
Lama venerável;11,9711
Pó venerável;11,9711
Cinzas veneráveis;11,9711
Poça venerável;11,9711
Fumaça Venerável;11,9711
Arakne irascível esmagada;11,9834
Lúcio Tupe-Halett;12
Linho tempestade;12
Orquídea genial;12
Seiva de bordo;12
Pedra de Serpluma;12,003
Metária Maga Amarela;12,0107
Pelo de Skonk;12,0161
Lã do Papamute Real;12,0161
Pixel de Fraktal;12,0161
Pele de Skava;12,1389
Pelos de Pansoglurso;12,2
Couro de Glursonado;12,2
Incisivo de Glurloso;12,2
Antena de Verpoglurso;12,2
Rabo de Glursomel;12,2
Sangue de Carnargh;12,2
Cauda de Chumbinha;12,2
Baba de Trapalhudo;12,2
Osso de Nimrozado;12,2
Flecha de Crambo;12,2
Armadura de Blinduro;12,2
Baba de Marthelos;12,2
Mecha de Podadera;12,2
Atiradeira de Papalingue;12,2
Elástico de Barba de Javarok;12,2
Tábua de bolo;12,225
Pelos da barba do Warko Violeta;12,2593
Perônio do Speta;12,27
Olho de Papamute de Guerra;12,6395
Língua de Kramaleão;12,6842
Carne negra;12,7743
Mandíbula de Arvrakne irascível;12,7811
Bumerangue do Mestre Koalak;12,8778
Tecido de Mortalak;12,8778
Relíquia do Kimbo;13
Chave do Domínio Ancestral;13,0443
Lã do Trool Furioso;13,0963
Ombreira de Trooligarka;13,0963
Bracelete de força de Trool;13,0963
Cueca de Trooloko;13,0963
Chicha falsificada;13,2075
Tecido Zoth;13,2352
Rabo do Papamute legendário;13,256
Essência do Wei Wabbit;13,3695
Essência da Gelatina Real;13,3695
Essência do Kanibola Phora;13,3695
Tecido do Wei Wabbit;13,4162
Balaclava do Kanibola Phora;13,4162
Olho de galho invocador;13,5346
Olho de galho curativo;13,5346
Chave do Calabouço de Nataw;13,5406
Pedra do Broka;13,6419
Mapa do Nozoiado;13,8461
Chave do Cemitério dos Mastodontes;13,8697
Corda de escalada;13,9025
Ovo de Cascogob;13,9311
Kralamor Único;14
Seiva de olivioleta;14
Máscara do Vazio;14,0769
Máscara da Vingança;14,0769
Máscara da Violência;14,0769
Máscara da Vivacidade;14,0769
Máscara do Vício;14,0769
Cenouwa Transgênica;14,3269
Óleo de Palma;14,3728
Rutilo;14,4
Bico de Nenetruz;14,424
Piruta;14,4749
Tábua de gravura;14,625
Quaquá de Banho de Nagate;14,6464
Glândulas de Rosatruz;14,7792
Diário íntimo de Esmeralda;14,8504
Xampu de Kaliptus da Safira;14,8504
Lembrete de Rubina;14,8504
Ingresso de show de Diamantina;14,8504
Rótula do Discípulo Zoth;14,9
Centeio resistente;15
Testículos de Tanukui San;15
Par de bolas do Altostruz;15
Coração do Capitão Skarlat;15
Noz do Nozoiado;15
Margarida eldelvais;15
Arroz Difesta;15
Enguia sigilosa;15
Cabeça de martelo de jade;15
Seiva de teixo;15
Orbe regenerativo menor;15
Ponta de El Piko;15
Coração do Smaguloso;15
Piolho de Truzocida;15,1422
Lenço da Garota Zoth;15,2663
Língua de Truzco;15,5133
Bananagrume;15,6208
Tíbia do Guerreiro Zoth;15,6512
Megapedra do Smagador Legendário;15,6612
Essência do Smagador Legendário;15,7281
Asa de Guindastruz;15,8925
Pata de Kabombz Perturbado;15,9171
Dourada real;16
Seiva de bambu;16
Chave da Caverna do Tronkoso;16,0319
Brasão do Sargento Zoth;16,056
Tecido do Rei Nojoso;16,215
Concentrado de bosque;16,2749
Bolota de Eskimute;16,4772
Braguilha do Mestre Zoth;16,4823
Carne saborosa;16,828
Olho de Harrogant;16,875
Couro de Courobeso;16,875
Couro de Pankada;16,875
Couro de Empalhado;16,875
Couro de Courobol;16,875
Sangue de Pancerigoso;16,875
Incisivo de Stalak;16,875
Sangue de Misteriark;16,875
Bigorna de Gelizador;16,875
Estribo de Friaka;16,875
Baba de Nessil;16,875
Canino de Krakal;16,875
Pena de Dodox;16,875
Pata de Termístico;16,875
Bráctea de Drósera Bugenta;16,875
Canino de Kanibot;16,875
Maxilar de Brikoglurso;16,875
Bico de Repingwinante;16,875
Astrágalo de Mecanofox;16,875
Volva de Merulor;16,875
Pena de Bububo;16,875
Garra de Strígido;16,875
Olho de Cicloide;16,875
Asa de Sinistrofu;16,875
Asa de Nocturlábio;16,875
Pilha Steamer;16,875
Carapaça de Karangrena;16,875
Pico de Pikola;16,875
Sangue de Arpon;16,875
Couro de Glifakir;16,875
Barba do Ciclofandro;16,875
Sobrancelha de Barbastrela;16,875
Dente de Levitrof;16,875
Pedaço de chave do Xavero;16,875
Bola de ouro do Pelutrof;16,875
Armadilha desativada de Maskassino;16,875
Ombreira de Torturach;16,875
Crânio mágico de Tramago;16,875
Olho de Verminfecto;16,875
Pata de Barbacilo;16,875
Antena de Bacterrível;16,875
Carapaça de Virusina;16,875
Pena de Braçor;16,875
Lança do soldado;16,875
Pena do cavaleiro;16,875
Colete do valete;16,875
Cinto da dama;16,875
Selo do Rei Jogador;16,875
Baba de Mol Usko;16,875
Pinça de caranguejo Yolonista;16,875
Escama de Gambafete;16,875
Rabo de Taserraia;16,875
Tinta de Polneca;16,875
Bigode de Riluro;16,875
Espinho de Diondina;16,875
Tentáculo de Morfundo;16,875
Tentáculo de N'yalga;16,875
Pata de Pi-Rô;16,875
Olho de Shokkoth;16,875
Flauta de Klutista;16,875
Dente de Lamprequena;16,875
Fragmento do Chakanúbis;16,875
Dente de Faixabranca;16,875
Granada da Mumístika;16,875
Pálpebra dourada do Riseko;16,875
Orelha de Garramsés;16,875
Unha de Carnigula;16,875
Asa de Carnicego;16,875
Olho de Carnincrenka;16,875
Pelos de Carnimáximo;16,875
Nariz de Morceguidora;16,875
Olho de Fogotasma;16,875
Pinça de Kemalma;16,875
Cinzas de Kentreco;16,875
Fragmento de Ectocha;16,875
Restos de Espirígneo;16,875
Dente de Cleimorto;16,875
Vértebra de Fanfalecido;16,875
Granada de Moribomba;16,875
Olho de Alabardente;16,875
Carne de Zombruto;16,875
Ponta de Lança de Afogirado;16,875
Proteção de Funespada;16,875
Aquarakne de Cranhoneiro;16,875
Pedaço de Armadura de Macabranguejo;16,875
Armadura de Martank;16,875
Atiradeira de Papaboss;16,875
Pelos de Barba de Barb-áries;16,875
Polaina de Racharrocha;16,875
Dente de Machabate;16,875
Runa Ta Da Emp;16,875
Runa Pata Da Emp;16,875
Mecha de Praliciana;16,875
Pele de Torrefacínora;16,875
Caldeirão de Temperaturgo;16,875
Touca de Cacaubói;16,875
Diadema de Chocoligarca;16,875
Língua de Kashkalho;16,875
Venda de Voapah;16,875
Boneca de Crocogulha;16,875
Tanga de Aoatak;16,875
Canino de Cronibal;16,875
Ombreira de Sucateiro;16,875
Língua de Dingo;16,875
Costelas de Desossador;16,875
Capuz de Skentu;16,875
Olho de Dawaj;16,875
Língua de Pistilíngua;16,875
Pele Podre de Dolid;16,875
Pata de Nurgoela;16,875
Tentáculo de Tentapa;16,875
Pétala de Caninferno;16,875
Madeira de Remo Usada;16,875
Capuz de Arminfiel;16,875
Varinha Rítmica;16,875
Bola de Ferro Lastrada;16,875
Cabo de Chicote;16,875
Tecido Ensanguentado;16,875
Sangue Coagulado;16,875
Canino Afiado;16,875
Fragmento de Armadura;16,875
Linotórax;16,875
Mandíbula de Brutasmodan;16,875
Língua de Diabelial;16,875
Chifre de Tifomet;16,875
Tentáculo de Demoloch;16,875
Ombro de Malefisto;16,875
Gavinha de Soldália;16,875
Musgo de Camelimachado;16,875
Espinho de Delírio-do-vale;16,875
Punho de Sopapoula;16,875
Capacete de Estatulipa;16,875
Runa Ra Da Emp;16,875
Osso Divinatório de Voráculo;16,875
Faixa de Desgrenhatura;16,875
Adagossada de Domatadora;16,875
Luz de Giraflex;16,875
Orelha de Saltílope;16,875
Focinho de Brutanta;16,875
Mandíbula de Gordopótamo;16,875
Língua de Anfibode;16,875
Pelos de Herbizarro;16,875
Carne de Herbizarro Suculenta;16,875
Chave da Tenda dos Riktus Mágikus;16,9553
Bico do Pekegwin;16,9734
Perch-Gato;17
Pandóbora Blando;17
Malte Leão;17
Seiva de cerejeira;17
Ardonita;17,025
Espetinho de Lektor;17,2074
Chave do Antro da Rainha Donarânia;17,275
Pena de Tofu Real;17,3255
Lanterna de Trianguejo;17,6086
Dente de Smilomute;17,8278
Presa de Javali Glacial;17,8278
Chifre de Kamasterisko;17,8676
Pavio de bomba de Terristocrata;17,8676
Prendedor de cabelo de dublê;17,8676
Artefato Pandawushu Rocha;17,9752
Pelos Mágicos de Tanuki;17,9752
Suco de Cacterra;17,9752
Pepita Mordida;17,9752
Água de Kwapa;17,9826
Artefato Pandawushu Água;17,9826
Chave do barco do Tchuke;18,0384
Tridente de Tryde;18,0803
Asa de Pingobeso;18,2154
Torta de geleia de cereja;18,2529
Língua de Machardor;18,409
Palito de Cabelo de Shihan;18,6111
Cachecol de Hanshi;18,6111
Pistilo do Tynril;18,6111
Pena do Pingwin Real;18,6111
Tecido de Gurlo, o Terrível;18,6464
Frasco de fumaça de Nelween;18,6464
Cabelos de Draegnerys;18,6464
Rabo Mágico de Foxnoroshi;18,6802
Chave da Árvore de Moon;18,7413
Escama do Graogarm;18,75
Essência de Nelween;18,8372
Essência de Gurlo, o Terrível;18,8372
Essência de Draegnerys;18,8372
Chave da Fábrica do Malefisko;18,85
Arraia de Farle;19
Seiva de aveleira;19
Olho Torvo de Frivali;19,0789
Óleo de Mamagwin;19,1495
Chave secreta do Tofuleiro Real;19,2297
Casca de Maerva;19,3651
Tábua para pães;19,5
Espinha gigante do Xamagwin;19,6535
Concentrado de matagal;19,725
Casca de Nerva;19,8274
Barril de bombu;19,95
Cânhamo eufórico;20
Runa Da;20
Ginsengoku;20
Pacopé;20
Seiva de ébano;20
Chave do Labirinto do Dragão-Porco;20,0679
Placa de aço;20,0839
Garra de Ikarranka;20,25
Chifre de Dominastrix;20,25
Olho de Harpilha;20,25
Garra de Bubopressor;20,25
Espaldeira de Kraradia;20,25
Diadema de Belilith;20,25
Escalpo de Bwariok;20,25
Focinho de Porkzebu;20,25
Asa de Eninferno;20,25
Casca de Rotaflor;20,3002
Tecido de Kaniglu;20,3271
Fragmento do Mapa do Brumen 1/4;20,5
Fragmento do Mapa do Brumen 2/4;20,5
Fragmento do Mapa do Brumen 3/4;20,5
Fragmento do Mapa de Brumen 4/4;20,5
Chave do Castelo do Wei Wabbit;20,6878
Orelha de Pingwin-Fu;20,7453
Casca de Tronks;20,7837
Tubarão Mercado-Livre;21
Seiva de kaliptus;21
Chave da Toca do Mulobo;21,1245
Chave do Teatro de Dramak;21,1273
Caveira;21,22
Casca de Floramor;21,2784
Ágata;21,3094
Coco do Bitufo Sombrio;21,7844
Chave do Covil do Kharnossauro;21,8096
Robalo Evera;22
Beladonzela;22
Milho Nário;22
Seiva de cárpino;22
Calcanhar de aquiles do Arvorador Sombrio;22,302
Runa Pa Cur;22,5
Runa Ta Fe;22,5
Runa Pata Fe;22,5
Runa Rata Fe;22,5
Artefato Pandawushu Vento;22,6351
Pelagem Aerodinâmica;22,6351
Artefato Pandawushu Fogo;22,6385
Tecido de Fogofox;22,6385
Pílula da Gangue;23,8105
Mecha Rebelde de Hell Mina;23,9583
Fêmur de Sphincter Cell;23,9583
Pelo de Ben, o Ripata;23,9583
Espinha dorsal de Grozilla;23,9583
Presa do Perfuror;23,9583
Bacalhau barbado;24
Seiva de bambu sombrio;24
Chave do Miausoléu do Repulgnante;24,0652
Tábua para desenhar;24,6
Kamatrix;24,8456
Corda do Fancorasma;24,8762
Boia de Fantasmaomar;24,8762
Óleo de Fantimoneiro;24,8762
Concha de Arpirata;24,8762
Seixo carmim;25
Seixo sazonal;25
Mandragorgonzola;25
Milheto Mate;25
Tenca assombrada;25
Seiva de olmo;25
Chave da Despensa do Rato Branco;25,0869
Coração do Mantiscorp;25,2192
Essência do Wei Wobot;25,2439
Essência do Mantiscorp;25,2439
Chave da Biblioteca do Mestre Corvoc;25,2714
Cofre-Forja;25,5
Estômago de Valitudo;25,7264
Casco de Valilicerina;25,9714
Seiva de bambu sagrado;26
Essência do Arvraknídeo Ancestral;26,0606
Broto de Arvraknídeo Ancestral;26,1557
Chave do Canal do Rasgabola;26,2572
Chicha intangível;26,3157
Biscoito da sorte;26,4388
Chifre de Valilibido;26,4757
Correia de couro de Travalili;27
Frostiz inflado;27
Peixelado congelado;27
Estrela das neves;27
Seiva de álamo;27
Chave da Caverna do Dragão Porco;27,4032
Concentrado de floresta;27,525
Tábua de salvação;27,6
Ampulheta em miniatura;27,6855
Chave do Labirinto do Minotoror;27,7663
Chave do Antro de Crocabulia;28,3133
Pétala de Malter;28,4653
Chave do Esconderijo de Sphincter Cell;28,7713
Extremidade do coçador de costas;28,7937
