Recurso;XP/unidad
Kurookin Fabric;3,7222
Ino-Naru Bracelet;3,7222
Lichangoro Broken Blade;3,7222
Uchiwang Ribbon;3,7222
Gob Akademy Key;3,7241
Alabaster Dreggon Claw;3,7292
Explosive Powder;3,7318
Kaniger Eye;3,7396
Magnesite;3,75
Surf Board;3,75
Crocodyl Chief Skull;3,7794
Macerated Meat;3,7941
Skeleton Dungeon Key;3,89
Farmland Substrate;3,9
Royal Gobball Wool;3,9772
Horror Grawn;4
Andespite;4
Golden Dragoturkey Wing;4,0298
Gang Rat Tail;4,0451
Peawly Mowning Key Fragment;4,1
High Noon Key Fragment;4,1
Wolling Evening Key Fragment;4,1
Dopple Stone;4,1127
Slate Dreggon Egg;4,127
Clay Dreggon Egg;4,127
Coal Dreggon Egg;4,127
Famished Sunflower Essence;4,1538
Talklyka Pirate Claw;4,1875
Karrybean Pirate Tail;4,1875
Yuara Pirate Shell;4,1875
Retspan Pirate Mast;4,1875
Harpy Pirate Scale;4,1875
Wa Wobot Beard;4,2073
Mantiscore Carapace;4,2073
Bwork Dungeon Key;4,3122
Dok Alako Boomerang;4,3179
Ancestral Treechnid Root;4,3434
Bliblido Leather;4,3632
Bliblirect Fabric;4,3632
Bliblycerin Tusk;4,3632
Oilbow Grease;4,3803
Bliblitch Hairs;4,545
Agathe Stone;4,5796
Selenite Stone;4,6
Fragment of Akornaddikt's Map 1/2;4,6153
Fragment of Akornaddikt's Map 2/2;4,6153
Blacksmith Dungeon Key;4,6346
Mineral Carrion;4,6542
Grotto Hesque Key;4,7058
Vigi Pirate Fabric;4,7857
Drheamer Claw;4,7916
Digshot Skin;4,7916
Powa Drhell Horn;4,7916
Perfidhius Eye;4,7916
Drhellvina Tail;4,7916
Malzerb Sprout;4,7916
Maltrio Bola;4,7916
Malterbarb Barb;4,7916
Malalfa Lucky Charm;4,7916
Malwood Horn;4,7916
Kwakwa's Nest Key;4,8146
Gorgoyle Fragment;4,8611
Biltong Meat;4,9115
Moopet Stuffing;4,9349
Ancestral Trout;5
Sweet Barley;5
Cri Rune;5
Hea Rune;5
Divine Sage;5
Chestnut Sap;5
Wabbit Bolt;5,0735
Ivory;5,0906
Bakelelite;5,1
Liroye Merline's Bark;5,1118
Limestone Dreggon Egg;5,14
Fine Sand;5,14
Cheeken Cloaca;5,2272
Solfatara Residue;5,2272
Venerable Treechnid Bark;5,2272
Magic Greenish Dye;5,2472
Muscle-Bound Beverage;5,3594
Air Pikoko Rump;5,3645
Timber Substrate;5,4
Moowolf Scalp;5,4687
Dragon Pig Snout;5,4687
Moon Skin;5,4687
Koolich Braid;5,4687
Felygiene Claw;5,5036
Bigheera Chain;5,5036
Emerald;5,5106
Cauldini's False Face;5,5128
LeChouque's Beard;5,5128
Slimy Silk;5,5128
Crabeye Eye;5,5398
Squashed Arachnee;5,5398
Fish Juice;5,55
Kanazure Ear;5,5738
Orfan Mane;5,5738
Pa Trp Dam Rune;5,625
Pa Psh Dam Rune;5,625
Pa Cri Dam Rune;5,625
Pa Earth Dam Rune;5,625
Pa Fire Dam Rune;5,625
Pa Water Dam Rune;5,625
Pa Air Dam Rune;5,625
Pa Neutral Dam Rune;5,625
Tra Cri Dam Rune;5,625
Pa Tra Cri Dam Rune;5,625
Tra Earth Dam Rune;5,625
Pa Tra Earth Dam Rune;5,625
Ra Tra Earth Dam Rune;5,625
Tra Fire Dam Rune;5,625
Pa Tra Fire Dam Rune;5,625
Ra Tra Fire Dam Rune;5,625
Tra Water Dam Rune;5,625
Pa Tra Water Dam Rune;5,625
Ra Tra Water Dam Rune;5,625
Tra Air Dam Rune;5,625
Pa Tra Air Dam Rune;5,625
Ra Tra Air Dam Rune;5,625
Tra Neutral Dam Rune;5,625
Pa Tra Neutral Dam Rune;5,625
Ra Tra Neutral Dam Rune;5,625
Pa Dam Ref Rune;5,625
Kannihilator Mane;5,6445
Alyeena Hair;5,6445
Golden Scarabugly Essence;5,6756
Boostache Essence;5,6756
Gullipop Beak;5,6792
Golden Scarabugly Entrails;5,6941
Boostache Moustache;5,6941
Yellow Paint;5,7093
Red Paint;5,7093
Blue Paint;5,7093
Orange Paint;5,7093
Green Paint;5,7093
Purple Paint;5,7093
Black Paint;5,7093
Copy of the Bandit Hideout Key;5,7424
First Sphincter Dungeon Key;5,75
Second Sphincter Dungeon Key;5,75
Sylvan Refuge Key;5,7624
Snailmet Slobber;5,7657
Ruby;5,7665
Woolly Bow Meow Sternum;5,8258
Sewer Keeper Leg;5,8392
Potion of Old Age;5,85
Light Treeckler Stump;5,9133
Onabu-Geisha Flower;5,9318
Jiangshi-Nobi Bone;5,9318
Drumurai Breastplate;5,9318
Kabushido Shoulder Pad;5,9318
Tsukinochi Crescent;5,9318
Catsquatch Tail;5,9318
Pouncer Fur;5,9318
Catichan's Collar;5,9318
Calleyat Ear;5,9318
Sucatrose Tooth;5,9318
Stunted Rat Paw;5,9801
Exotic Crab Surimi;6
Greater Bherb Relic;6
Ironing Board;6
Ra Wis Rune;6,075
Fresh Meat;6,0846
Magic Oats;6,1304
Bewitched Wicker;6,1304
Purple Mégabwork Leather;6,1304
Greaseball Fabric;6,1304
Magic Slice of Burnabwork;6,1304
Bizarbwork Scalp;6,1304
Dalbweel Skin;6,1304
Lilbike Skin;6,1304
Arak-hai Gland;6,1687
Batofu Essence;6,1764
Kickroach Essence;6,1764
Funky Flour;6,1843
Dark Treechnee Web;6,2075
Dragoturkey Sweat;6,2121
Grozilla Scale;6,25
Magic Shadowy Dye;6,3529
Atomystique Stone;6,3888
Fumaroller Stone;6,3888
Waddict Foundry Key;6,5223
Second Part of the Dragon Pig's Maze Key;6,5298
Glu;6,5461
Director Grunob Essence;6,5625
Kouartz;6,6
Sailor Knot;6,677
Damadrya's Exploding Bud;6,7021
Tanuki Entrails;6,7187
Mofette Stone;6,7647
Soryo Snowfoux Ear;6,8684
Maho Snowfoux Wool;6,8684
Yokai Snowfoux Wool;6,8684
Yomi Snowfoux Malleolus;6,8684
Kami Snowfoux Incisor;6,8684
Magic Redness Dye;6,8975
Tigerfish;7
Gold-Bearing Oats;7
Aquamarine Stone;7
Fragment of Stellia's Map 1/4;7
Fragment of Stellia's Map 2/4;7
Fragment of Stellia's Map 3/4;7
Field Clover;7
Walnut Sap;7
Fragment of Stellia's Map 4/4;7
Ancestor Potion;7,05
Steam Crackler Heart;7,1874
Lord Crow Down;7,2564
Al Howin's Bristly Sideburns;7,2916
Grasmera Scale;7,2916
Dramak's Holey Sock;7,2916
Brutatax Embroidery;7,2916
Kharnotaurus Tooth;7,2916
White Rat Mane;7,3255
Red Triam Metaria;7,4107
Yellow Triam Metaria;7,4107
Morongrel Ear;7,4261
Boowolf Fabric;7,4969
Tra Cri Rune;7,5
Pa Tra Cri Rune;7,5
Blue Triam Metaria;7,5068
Green Triam Metaria;7,5068
Kanniball Village Key;7,5856
Ouassingue Juice;7,6224
Shredded Drakoalak Headgear;7,6274
Gobvious's Elastic Band;7,6274
Fascine Substrate;7,65
Greater Bherb Feather;7,7205
Ronin Chafer Essence;7,73
Kaokurimono;7,7368
Madura Eye;7,7368
Kapokaza;7,7368
Worn Lantern;7,7368
Broken Mask;7,7368
Tuft of Siks-T Hair;7,7368
Cyclouse Tooth;7,7368
Mastifang Paw;7,7368
Tremrus Skin;7,7368
Stapleworm Spike;7,7368
Bzzulky Entrails;7,7368
Bzzoctor Juice;7,7368
Kamikabz Skull;7,7368
Quadrabz Cartilage;7,7368
Otomai's Ark Key;7,7671
Sapphire;7,8301
Spanner Stilt;7,833
Boowolf Teeth;7,8671
Ugly Tofu Tuft;8,0187
Smiths' Essence;8,0357
Mother of Pearl;8,037
Boopig Testicles;8,043
Boowonoké Scalp;8,043
Boowoldlum Magic Testicles;8,043
Shape-Shifting Dragoss Horn;8,043
Limestone Dragoss Horn;8,043
Coal Dragoss Shell;8,043
Slate Dragoss Shell;8,043
Clay Dragoss Shell;8,043
Boogranny Mojo;8,043
Rhinoblasty Horn;8,043
Capsaaloock Leather;8,0562
Wa Wabbit's Warren Key;8,1169
Rotten Carrion;8,1227
Sharcut Tongue;8,1666
Minotoror Hair;8,1868
Crocabulia Skin;8,1868
Royal Rainbow Blop Leaf;8,1868
Kwismas Minotoball Gift Package;8,1893
Lean Meat;8,1898
Korriander Flower;8,225
Bworkette Hair;8,3148
Bworkette Essence;8,3333
Scalding Poison;8,3624
Crystal;8,5433
Dramanita Gill;8,647
Fistulina Volva;8,647
Fungore Gill;8,647
Treecherous Bark;8,647
Serpula Flake;8,647
Mushnid Bark;8,7473
Awkwood Board;8,7749
Tofuzmo Rump;8,8093
Scaratos Horn;8,8093
Polished Ball;8,8193
Deminoball Horn;8,8556
Mumminotor Horn;8,8556
Blastofu Ember;8,8556
Bontarian Rat Hair;8,9615
Igloo Fish;9
Pointed Crowfox Feather;9,011
Drinker Heart;9,011
Tofubine Egg;9,0296
Mane in Bloom;9,0517
Mama Bwork Boil;9,0517
Kriptonite;9,15
Holey Fire Bandana;9,1544
Holey Earth Bandana;9,1544
Holey Water Bandana;9,1544
Holey Air Bandana;9,1544
Dead Crobak;9,2167
Trumperelle Trumpet;9,2576
Mushmunch Tongue;9,2576
Mush Mish Eye;9,2576
Mush Tup's Blade;9,2576
Mush Rhume Slobber;9,2576
Colousses Gland;9,2647
Thriten Tooth;9,2842
Twentoo Skin;9,2842
Thirtree Loincloth;9,2842
Sethen Beard;9,2842
Kido Beak;9,289
Miremop Double Chin;9,289
Mofette Tuff;9,2891
Shin Larva Tooth;9,3283
Great Coral;9,3283
Kwakwa Beak;9,3283
Shin Larva Essence;9,375
Great Coralator Essence;9,375
Kwakwa Essence;9,375
Raccooper Essence;9,375
Minos Skin;9,3924
Cracklers Rocky Peaks Key;9,4202
Ouassingue Fabric;9,4357
Atrophied Podgy Tofu Wing;9,5145
Polished Stone Heart;9,5314
Sauroshell Eye;9,5703
Cybwork Bolt;9,5708
Brandon's Heart;9,6744
Scoliopode Leg;9,6764
Amorphid Wing;9,6764
Dethornit Stinger;9,6764
Spoiled Meat;9,6764
Protective Dreggon Tooth;9,7769
Dragandrop Wing;9,7769
Plain Pikoko Nut;9,779
Brumen Tinctorias's LaboRATory Key;9,8895
Red Mage Metaria;9,958
Blue Mage Metaria;9,958
Green Mage Metaria;9,958
Small Sandy Carp;10
Bright Hop;10
Tynril Relic;10
Praying Mint;10
Oak Sap;10
Mahaquany Wood;10
Salikronia;10
Quisnoa;10
Limpet;10
Sepiolite;10
Paper Tulip;10
Ink Snapper;10
Kilibriss Staff;10,0319
Wood Pandawushu Artefact;10,0593
Nectar of the Orient;10,0611
Al Howin's Vegetable Patch Key;10,3413
Royal Rainbow Blop Lair Key;10,35
Loafing Potion;10,35
Koalak Warrior Bandage;10,5539
Dried Mopeat Peat;10,5539
Sculucanus Pincer;10,6129
Trechepeira Venom;10,6129
Kabombz Antennae;10,6578
Black Rat Mane;10,6779
Mastogobbly Leather;10,9429
Key to Draegnerys's Trial;10,961
Buzta Ear;10,9666
Gluttonous Brockhard Tail;10,9666
Bestial Brockhard Claw;10,9666
Nightcrawling Brockhard Ear;10,9666
Icy Brockhard Molar;10,9666
Venomous Brockhard Scapula;10,9666
Apewicubic Bearbarian Ear;10,9666
Dark Sardine;11
Bombu Sap;11
Pa Ap Res Rune;11,025
Pa Mp Res Rune;11,025
Pa Ap Red Rune;11,025
Pa Mp Red Rune;11,025
Tra Ap Res Rune;11,025
Pa Tra Ap Res Rune;11,025
Ra Tra Ap Res Rune;11,025
Tra Mp Res Rune;11,025
Pa Tra Mp Res Rune;11,025
Ra Tra Mp Res Rune;11,025
Tra Ap Red Rune;11,025
Pa Tra Ap Red Rune;11,025
Ra Tra Ap Red Rune;11,025
Tra Mp Red Rune;11,025
Pa Tra Mp Red Rune;11,025
Ra Tra Mp Red Rune;11,025
Brakmarian Rat Hair;11,0489
Bloody Koalak Boomerang;11,0985
Kobalite;11,1
Soft Oak Root;11,5517
Royal Morello Cherry Blop Flower;11,6477
Royal Coco Blop Flower;11,6477
Royal Indigo Blop Flower;11,6477
Royal Pippin Blop Flower;11,6477
Wild Koalak Femur;11,6666
Royal Blop Essence;11,7142
Pyrotechnic Brockhard Ear;11,75
Asploda Eye;11,8789
Mastogob Clavicle;11,9014
Short-Tempered Dark Treechnid Amber;11,9178
Venerable Mud;11,9711
Venerable Powder;11,9711
Venerable Ashes;11,9711
Venerable Puddle;11,9711
Venerable Smoke;11,9711
Squashed Short-Tempered Arachnee;11,9834
Tupe-Halett Pike;12
Storm Flax;12
Pythag Orchid;12
Maple Sap;12
Quetsnakiatl Stone;12,003
Yellow Mage Metaria;12,0107
Skeunk Hair;12,0161
Royal Mastogob Wool;12,0161
Fraktal Pixel;12,0161
Grabba Skin;12,1389
Torpid Bearbarian Hair;12,2
Rampant Bearbarian Leather;12,2
Esurient Bearbarian Incisor;12,2
Vespal Bearbarian Antenna;12,2
Mellifluous Bearbarian Tail;12,2
Hunderp Blood;12,2
Buckshot Tail;12,2
Draftwit Slobber;12,2
Nemroz Bone;12,2
Crambo Arrow;12,2
Hardarmur Armour;12,2
Bonehammer Slobber;12,2
Bylhuk Hair;12,2
Slingobb Sling;12,2
Boarok Beard Elastic Band;12,2
Pastry Board;12,225
Purple Warko Beard Hair;12,2593
Stabba Fibula;12,27
Mastogob Warrior Eye;12,6395
Khamelerost Tongue;12,6842
Midnight Meat;12,7743
Short-Tempered Treechnee Mandible;12,7811
Koalak Master Boomerang;12,8778
Reapalak Fabric;12,8778
Kimbo Relic;13
Ancestral Domain Key;13,0443
Furious Trool Wool;13,0963
Trooligark Shoulder Pad;13,0963
Trool Bracelet of Strength;13,0963
Troolaraj Briefs;13,0963
Contaminated Carrion;13,2075
Zoth Fabric;13,2352
Venerable Mastogob Tail;13,256
Wa Wabbit Essence;13,3695
Royal Jelly Essence;13,3695
Kanniball Andchain Essence;13,3695
Wa Wabbit Fabric;13,4162
Kanniball Andchain's Hood;13,4162
Summoning Branch Eye;13,5346
Healing Branch Eye;13,5346
Kwismas Dungeon Key;13,5406
Drilla Stone;13,6419
Akornaddikt's Map;13,8461
Mastodon Cemetery Key;13,8697
Climbing Rope;13,9025
Gobshell Egg;13,9311
Unique Kralove;14
Oliviolet Sap;14
Void Mask;14,0769
Vengeance Mask;14,0769
Violence Mask;14,0769
Vivacity Mask;14,0769
Vice Mask;14,0769
Twansgenic Cawwot;14,3269
Palm Oil;14,3728
Brassic;14,4
Stricheetru Beak;14,424
Pyrute;14,4749
Etching Board;14,625
Nagate's Rubber Quaquack;14,6464
Patrich Glands;14,7792
Emeralda's Diary;14,8504
Sapphira's Kaliptus Shampoo;14,8504
Ruby's Reminder;14,8504
Diamondine's Concert Ticket;14,8504
Zoth Disciple's Kneecap;14,9
Resistant Rye;15
Tanukouï San Testicles;15
Pair of Cross Strich Balls;15
Captain Scarlight's Heart;15
Akornaddikt Acorn;15
Margedelweiss;15
Riz Cola;15
Rock Eel;15
Jade Hammer Head;15
Yew Sap;15
Minor New Leaf Orb;15
El Spiko;15
Crunchler Heart;15
Trubout Mite;15,1422
Zoth Girl's Handkerchief;15,2663
Watchamatrich Tongue;15,5133
Citronana;15,6208
Zoth Warrior Shinbone;15,6512
Mega Legendary Crackler Rock;15,6612
Legendary Crackler Essence;15,7281
Stretch Wing;15,8925
Upset Kabombz Leg;15,9171
Royal Sea Bream;16
Bamboo Sap;16
Koolich Cavern Key;16,0319
Zoth Sergeant's Insignia;16,056
Mopy King Fabric;16,215
Thicket Substrate;16,2749
Cromagmunk Acorn;16,4772
Zoth Master's Fly;16,4823
Tasty Meat;16,828
Harrogant Eye;16,875
Dumple Leather;16,875
Putchup Leather;16,875
Asteraw Leather;16,875
Leatherball Leather;16,875
Potbellion Blood;16,875
Stalak Incisor;16,875
Karkanik Blood;16,875
Skateman Incus;16,875
Revish Stapes;16,875
Nessil Slobber;16,875
Krackal Canine;16,875
Dodox Feather;16,875
Thermite Leg;16,875
Snowdew Bract;16,875
Kan-O-Mat Canine;16,875
Tinkerbear Maxilla;16,875
Pingwinch Beak;16,875
Mecanofoux Astragalus;16,875
Serpulax Volva;16,875
Bubotron Feather;16,875
Treadfast Claw;16,875
Cycloid Eye;16,875
Sinistrofu Wing;16,875
Nocturnowl Wing;16,875
Foggernaut Battery;16,875
Steamcrab Carapace;16,875
Barbakle Barb;16,875
Harpo Blood;16,875
Bartyclank Leather;16,875
Psychlo Beard;16,875
Staruman Eyebrow;16,875
Levitrof Tooth;16,875
Pazpartu Key Fragment;16,875
Hairsh Golden Ball;16,875
Mastaklyr's Disarmed Trap;16,875
Tortryck Shoulder Pad;16,875
Magic Skemage Skull;16,875
Verminoculate Eye;16,875
Bashillus Leg;16,875
Bacterrible Antenna;16,875
Viring Shell;16,875
Wastrel Feather;16,875
Soldier's Pike;16,875
Knight's Feather;16,875
Jack's Vest;16,875
Queen's Belt;16,875
King Playa's Seal;16,875
Mol Usk Slobber;16,875
Yoloinist Crab Claw;16,875
Gambasmak Scale;16,875
Mantaze Tail;16,875
Octodoll Ink;16,875
Silyrus Moustache;16,875
Merdiodon Spine;16,875
Diepwon Tentacle;16,875
N'yalgy Tentacle;16,875
Skt-Zo Leg;16,875
Spookkoth's Eye;16,875
Flauticultist's Flute;16,875
Litlamprey Tooth;16,875
Jackalnubis Fragment;16,875
Bandijd Tooth;16,875
Mumystic Garnet;16,875
Sneerena Golden Eyelid;16,875
Scratchotep Ear;16,875
Ghoulutton Nail;16,875
Kerighoul Wing;16,875
Ghouligan Eye;16,875
Ghoultimate Hair;16,875
Pipistracker Nose;16,875
Phiretom Eye;16,875
Skoul Claw;16,875
Hothing Ashes;16,875
Ectorch Fragment;16,875
Spirigneous Remains;16,875
Dead Key Tooth;16,875
Reallinotseen Vertebra;16,875
Dedbomb Grenade;16,875
Hintense Eye;16,875
Zombrute Flesh;16,875
Drowhirl Lance Tip;16,875
Funerbroadsword Protection;16,875
Sucgunner Aquarachnee;16,875
Piece of Micrab Armour;16,875
Tankanvil Armour;16,875
Gobyob Sling;16,875
Beardrammer Beard Hair;16,875
Rokrusher Leggings;16,875
Warmonbeer Tooth;16,875
Tra Psh Dam Rune;16,875
Pa Tra Psh Dam Rune;16,875
Milipraline Hair;16,875
Torreflayer Skin;16,875
Temperaumaturge Cauldron;16,875
Podploder Hat;16,875
Chocoligarch Diadem;16,875
Guilodyle Tongue;16,875
Nosee Headband;16,875
Caimaneedyl Doll;16,875
Alassslash Loincloth;16,875
Cannicodyl Canine;16,875
Junker Shoulder Pad;16,875
Starven Tongue;16,875
Deboning Ribs;16,875
Skentu Hood;16,875
Dawaj Eye;16,875
Pistilick Tongue;16,875
Rotten Dolid Skin;16,875
Elgrun Leg;16,875
Tentaclobber Tentacle;16,875
Demongrel Petal;16,875
Worn Oar Wood;16,875
Armiscreant Hood;16,875
Rhythmic Wand;16,875
Ballasted Kanonball;16,875
Whip Handle;16,875
Bloody Fabric;16,875
Coagulated Blood;16,875
Slicing Canine;16,875
Armour Fragment;16,875
Linothorax;16,875
Brutasmodan's Jaw;16,875
Diabelial Tongue;16,875
Typhomet Horn;16,875
Demoloch Tentacle;16,875
Malephisto Shoulder;16,875
Soldalia Vine;16,875
Camelliaxe Moss;16,875
Arm-of-the-Valley Thorn;16,875
Wallopoppy Fist;16,875
Statulip Helmet;16,875
Ra Psh Dam Rune;16,875
Voracle Divinatory Bone;16,875
Touslecat Bandana;16,875
Killtamer Bone Dagger;16,875
Flashiraffe Lamp;16,875
Rabbilope Ear;16,875
Brutapir Snout;16,875
Heapotamus Jaw;16,875
Goatphibian Tongue;16,875
Oddnivore Hair;16,875
Juicy Oddnivore Meat;16,875
Magik Riktus Big Top Key;16,9553
Pingwinkle Beak;16,9734
Kittenperch;17
Tri Pandkin;17
Husse Malt;17
Cherry Sap;17
Ardonite;17,025
Lektor Kebab;17,2074
Key to the Lair of the Rac Queen;17,275
Royal Tofu Feather;17,3255
Crabtun Lantern;17,6086
Sabredon Tooth;17,8278
Woolly Piggoth Tusk;17,8278
Kamasterisk Horn;17,8676
Terristocrat Bomb Fuse;17,8676
Double's Scrunchie;17,8676
Rock Pandawushu Artefact;17,9752
Magic Tanuki Hairs;17,9752
Castuc Juice;17,9752
Nibbled Nugget;17,9752
Kwapa Water;17,9826
Water Pandawushu Artefact;17,9826
LeChouque's Boat Key;18,0384
Tryde Trident;18,0803
Pingwobble Wing;18,2154
Cherry Jam Tart;18,2529
Relentliss Tongue;18,409
Shihan Hair Stick;18,6111
Hanshi Scarf;18,6111
Tynril Pistil;18,6111
Royal Pingwin Feather;18,6111
Gourlo the Terrible Fabric;18,6464
Flask of Nelween Smoke;18,6464
Draegnerys's Hair;18,6464
Magical Founoroshi Tail;18,6802
Moon's Tree Key;18,7413
Graogarm Scale;18,75
Nelween Essence;18,8372
Gourlo the Terrible Essence;18,8372
Draegnerys Essence;18,8372
Brutatax's Factory Key;18,85
Farle's Ray;19
Hazel Sap;19
Frighog Baleful Eye;19,0789
Mama Pingwin Oil;19,1495
Secret Royal Tofu House Key;19,2297
Warguerite Bark;19,3651
Bread Board;19,5
Shaman Pingwin Giant Fishbone;19,6535
Undergrowth Substrate;19,725
Gwass Bark;19,8274
Bombu Barrel;19,95
Euphoric Hemp;20
Dam Rune;20
Ginsengoku;20
Humonkfish;20
Ebony Sap;20
Dragon Pig's Maze Key;20,0679
Steel Plate;20,0839
Ickyrus Talon;20,25
Hystairkal Horn;20,25
Krossflire Eye;20,25
Crushmore Claw;20,25
Kraradia Spaulder;20,25
Bellilith Diadem;20,25
Bwarioch Scalp;20,25
Pigzebub Snout;20,25
Inferniripsa;20,25
Rotaflor Bark;20,3002
Kanigloo Fabric;20,3271
Fragment of Brumen's Map 1/4;20,5
Fragment of Brumen's Map 2/4;20,5
Fragment of Brumen's Map 3/4;20,5
Fragment of Brumen's Map 4/4;20,5
Wa Wabbit's Castle Key;20,6878
Kung-Fu Pingwin Ear;20,7453
Barkritter Bark;20,7837
Open-Market Shark;21
Kaliptus Sap;21
Moowolf Lair Key;21,1245
Dramak's Theatre Key;21,1273
Skull and Crossbones;21,22
Floramor Bark;21,2784
Agathe;21,3094
Dark Pikoko Nut;21,7844
Key to Kharnotaurus's Lair;21,8096
Siktrin Bass;22
Belladonzel;22
Kornub;22
Hornbeam Sap;22
Dark Treeckler's Achilles' Heel;22,302
Pa Hea Rune;22,5
Tra Spe Rune;22,5
Pa Tra Spe Rune;22,5
Ra Tra Spe Rune;22,5
Wind Pandawushu Artefact;22,6351
Aerodynamic Pelt;22,6351
Fire Pandawushu Artefact;22,6385
Firefoux Fabric;22,6385
Gang Pill;23,8105
Hell Mina's Unruly Lock;23,9583
Sphincter Cell Femur;23,9583
Buck Anear Hair;23,9583
Grozilla Dorsal Spine;23,9583
Drhossil Tusk;23,9583
Bearded Cod;24
Dark Bamboo Sap;24
Colousses's Meowsoleum Key;24,0652
Drawing Board;24,6
Kamatrix;24,8456
Talklyka Pirate Rope;24,8762
Karrybean Pirate Buoy;24,8762
Yuara Pirate Oil;24,8762
Harpy Pirate Shell;24,8762
Crimson Pebble;25
Seasonal Pebble;25
Mandrakueso;25
Millet Nial;25
Haunted Tench;25
Elm Sap;25
White Rat's Pantry Key;25,0869
Mantiscore Heart;25,2192
Wa Wobot Essence;25,2439
Mantiscore Essence;25,2439
Lord Crow's Library Key;25,2714
Forgechest;25,5
Bliblirect Stomach;25,7264
Bliblycerin Hoof;25,9714
Holy Bamboo Sap;26
Ancestral Treechnid Essence;26,0606
Ancestral Treechnid Bud;26,1557
Bherb's Gully Key;26,2572
Ethereal Carrion;26,3157
Chance Biscuit;26,4388
Bliblido Horn;26,4757
Bliblitch Leather Strap;27
Puffed Frosteez;27
Frozen Icefish;27
Snow Star;27
Aspen Sap;27
Dragon Pig's Den Key;27,4032
Forest Substrate;27,525
Rescue Board;27,6
Miniature Sandglass;27,6855
Labyrinth of the Minotoror Key;27,7663
Key to Crocabulia's Lair;28,3133
Malter Petal;28,4653
Sphincter Cell's Lair Key;28,7713
Back-Scratcher Tip;28,7937
Vigi Pirate Eye;28,8793
Dripping Meat;29,0055
Gorgoyle Handle;29,1342
Moopet Fabric;29,5585
Damadrya's Bamboo Grove Key;29,6034
Shogun Tofugawa's Moustache;29,659
Obsidemon Slag;29,659
Kimbo Sphenoid;29,659
Minotot Ethmoid;29,659
Kanigrula Fur;29,659
Ush's Moustache;29,659
Magic Blood Orange Dye;29,6603
Stellia's Panties;30
Imorok Circumflex Carapace;30
Imiyama Quote Marks;30
Imetsu Ellipses;30
Imafugo Apostrophe;30
Rokoram Circumflex Carapace;30
Mabram Quote Marks;30
Tsunam Ellipsis;30
Fugokam Apostrophe;30
Shinlam Semi-Clouton;30,2669
Tender Carrion;30,2962
Black Rat's Moumousetrap Key;30,3935
Obscure Shard;30,5
Topaz;30,7684
Cheeken Plait;30,9139
Skeunk's Hideout Key;30,9445
Tra Khben Paste;31,0952
Cave Gobball Brain;31,3419
Freshly-Squeezed Cromagmunk Juice;31,5355
Solfatara Ulna;31,5934
Alteration Potion;32,1001
Longevity Potion;32,16
Primary Forest Substrate;32,4
Air Pikoko Nut;32,423
Felygiene Canine;32,5483
Bigheera Ball;32,5483
Moowolf Magic Testicles;32,7306
Magic Moon Fabric;32,7306
Koolich Stone;32,7306
Dragon Pig Essence;32,8125
Koolich Essence;32,8125
Moowolf Essence;32,8125
Moon Essence;32,8125
Royal Mastogob's Greenhouse Key;32,8627
Upset Rhoarim Hair;32,9887
Retspan Pirate Tooth;33,0592
Rac Queen Essence;33,0769
LeChouque Essence;33,0769
Cauldini Essence;33,0769
Cursed Temple Key;33,2647
Kanazure Fabric;33,322
Orfan Buckle;33,322
Cauldini Fabric;33,385
Scrawny Bwak;33,385
Rac Globule;33,385
Rustic Implants;33,6365
Imushin Semi-Clouton;33,817
Snailmet Shell;34,0112
Upset Oddnivore Tooth;34,02
Kannihilator Skin;34,1153
Alyeena Face;34,1153
Atomystique Tephra;34,8484
Fumaroller Artefact;34,8484
Light Treeckler Knot;34,882
Crushed Mist;35,5909
Samurai Ghost Fabric;35,8516
Fraktal's Megalith Key;36,1364
Steam Crackler Egg;36,3924
Mineral Potion;36,3937
Sauroshell Shell;36,6477
Contraband Flour;36,75
Grozilla False Tooth;36,7647
Clakoss;36,8564
Special Soul Stone for Small Souls;38,215
Blue Embers;38,6842
Tengu Snowfoux Wool;38,6842
XLII Horn;38,6842
Wurmlord Eye;38,6842
Bzzegg Supervisor's Leafy Undies;38,6842
Damadrya Essence;40,2127
Soryo Snowfoux Paw;40,2777
Maho Snowfoux Leather;40,2777
Yokai Snowfoux Skull;40,2777
Yomi Snowfoux Tail;40,2777
Kami Snowfoux Cornea;40,2777
Cross Strich's Aviary Key;40,9378
Prince Djamal Brecht's Crypt Key;41,4094
Stellia's Map;42
Virgin Forest Substrate;42
Tanukouï San's Workshop Key;42,6138
Fyredite;42,9638
Al Howin's False Teeth;43,4602
Grasmera's Pouch of Coal;43,4602
Dramak's Holey Pants;43,4602
Kharnotaurus Eye;43,4602
Lord Crow Essence;43,5389
Dragon Pig Hair;43,75
Dramak Essence;43,75
Brutatax Essence;43,75
Kharnotaurus Essence;43,75
White Rat Essence;43,9534
Maggoty Carrion;44,7598
Sum Rune;45
Sylvan Substrate;45
New Leaf Orb;45
Rockai;45,3703
Kabombz Tuft;45,9374
Bzzulky Bzzegg;45,9374
Bzzoctor Bzzegg;45,9374
Kamikabz Bzzegg;45,9374
Quadrabz Bzzegg;45,9374
Giant Kralove Sucker;46,0227
Silf the Greater Bherb Essence;46,3235
Valley of the Lady of the Water Key;47,1138
El Piko's Cave Key;47,1138
Crunchery Key;47,1138
Key to Captain Scarlight's Ring;47,1978
