Recurso;XP/unidad
String de Pampactus;3
Oreille de Kakoalak;3
Estomac de Mansocolat;3
Pelage chocolaté;3
Enrobage de Chocoskargo;3
Bec de Kwakao;3
Viande Persillée;3,0046
Humérus du Sparo;3,0693
Morceau de caleçon de Gourlo;3,1395
Duvet de Nelween;3,1395
Étoffe de Draegnerys;3,1395
Baballe;3,174
Barbe inexistante du Barbroussa;3,174
Diamant;3,1759
Coffre de Pièges à Chasseur;3,1914
Duvet de Mamansot;3,2007
Oreille percée du Fricochère;3,2222
Calumet Zoth;3,2222
Méga Pierre du Craqueleur;3,2631
Bractée de Chiendent;3,2705
Viscères de Scorbute;3,2812
Sacoche de Kartouche;3,283
Sépale de Nerbe;3,3192
Poil de barbe du Shamansot;3,3192
Oreille de Kaniglou;3,3461
Fibre criminelle;3,3535
Œil de Crowneille;3,3535
Fragment d'Épée Reptilienne;3,3535
Collier Cassé de Macien;3,3535
Kolérat Mort;3,3535
Poils de barbe de dragodinde;3,3535
Clef du Donjon des Tofus;3,3665
Clef de la Cache de Kankreblath;3,3665
Carpelle de Brouture;3,3683
Étoffe de Foufayteur;3,391
Aile de dragodinde rousse sauvage;3,391
Calice de Fécorce;3,4177
Clef du Donjon des Scarafeuilles;3,4325
Queue du Fu Mansot;3,4469
Huile de Noix;3,4485
Rune Pa Fui;3,6
Rune Pa Tac;3,6
Rune Ta Fui;3,6
Rune Pata Fui;3,6
Rune Rata Fui;3,6
Rune Ta Tac;3,6
Rune Pata Tac;3,6
Rune Rata Tac;3,6
Étamine de Floribonde;3,6009
Peau de Pataugerme;3,616
Clef du Clos des Blops;3,6281
Amygdales du Bitouf Sombre;3,653
Œil de Rat du Gang;3,6546
Poudre Mature;3,6647
Graine de l'Abrakleur sombre;3,7055
Essence du Bouftou Royal;3,7168
Poils de Boumbardier;3,7222
Poils de Founamboul;3,7222
Poils de Pétartifoux;3,7222
Peau de Rouquette;3,7222
Peau de Crachefoux;3,7222
Tête de lance de Fangshu;3,7222
Étoffe de Kurookin;3,7222
Bracelet de Ino-Naru;3,7222
Lame brisée de Lichangoro;3,7222
Ruban d'Uchiwang;3,7222
Clef de l'Akadémie des Gobs;3,7241
Griffe de Dragoeuf Albâtre;3,7292
Poudre explosive;3,7318
Œil de Kanigrou;3,7396
Magnésite;3,75
Planche de Surf;3,75
Crâne de Chef Crocodaille;3,7794
Viande Macérée;3,7941
Clef du Donjon des Squelettes;3,89
Substrat de Bocage;3,9
Laine de Bouftou Royal;3,9772
Greuvette Horreur;4
Andésite;4
Aile de dragodinde dorée;4,0298
Queue de Rat du Gang;4,0451
Morceau de clef du Matin Pewlant;4,1
Morceau de clef du Midi Wayonnant;4,1
Morceau de clef du Soiw Woulant;4,1
Pierre de Dopeul;4,1127
Œuf de Dragoeuf Ardoise;4,127
Œuf de Dragoeuf Argile;4,127
Œuf de Dragoeuf Charbon;4,127
Essence du Tournesol Affamé;4,1538
Pince du Fancrôme;4,1875
Queue de Fantomalamère;4,1875
Coquille de Fantimonier;4,1875
Mât de Fantômat;4,1875
Écaille de Harpirate;4,1875
Barbe du Wa Wobot;4,2073
Carapace du Mantiscore;4,2073
Clef du Donjon des Bworks;4,3122
Boomerang du Dok Alako;4,3179
Racine d'Abraknyde Ancestral;4,3434
Cuir de Gliglibido;4,3632
Étoffe de Gliglidoudur;4,3632
Défense de Gliglicérin;4,3632
Huile de Koode;4,3803
Poil de Gliglitch;4,545
Pierre d'Agathe;4,5796
Pierre de Sélénite;4,6
Fragment de carte de Fouduglen 1/2;4,6153
Fragment de carte de Fouduglen 2/2;4,6153
Clef du Donjon des Forgerons;4,6346
Bidoche Minérale;4,6542
Clef de la Grotte Hesque;4,7058
Étoffe de Vigie Pirate;4,7857
Griffe de Phorrêveur;4,7916
Peau de Métaphorreur;4,7916
Corne de Père Phorreur;4,7916
Œil de Phozami;4,7916
Queue de Mère Veilleuse;4,7916
Pousse de Malzerb;4,7916
Bolas de Maltrio;4,7916
Pic de Malépik;4,7916
Porte-bonheur de Malalfa;4,7916
Corne de Malbois;4,7916
Clef du Nid du Kwakwa;4,8146
Fragment du Gorgouille;4,8611
Viande de Brousse;4,9115
Rembourrage de Meupette;4,9349
Truite Ancestrale;5
Orge en Sucre;5
Rune Cri;5
Rune So;5
Sauge Divine au Rhum;5
Sève de Châtaignier;5
Boulon Wabbit;5,0735
Ivoire;5,0906
Bakélélite;5,1
Écorce de Liroye Merline;5,1118
Œuf de Dragoeuf Calcaire;5,14
Sable Fin;5,14
Cloaque du Poolay;5,2272
Résidu de Solfataré;5,2272
Écorce d'Abraknyde Vénérable;5,2272
Teinture Magique Verdâtre;5,2472
Breuvage Musculaire;5,3594
Croupion du Bitouf aérien;5,3645
Substrat de Futaie;5,4
Scalp du Meulou;5,4687
Groin de Dragon Cochon;5,4687
Peau de Moon;5,4687
Tresse du Koulosse;5,4687
Griffe de Félygiène;5,5036
Chaîne de Panthègros;5,5036
Émeraude;5,5106
Faux Visage de Choudini;5,5128
Barbe du Chouque;5,5128
Soie Baveuse;5,5128
Œil de Crabe Hijacob;5,5398
Arakne Écrabouillée;5,5398
Jus de poisson;5,55
Oreille de Kaniblou;5,5738
Crinière d'Orfélin;5,5738
Rune Pa Do Pi;5,625
Rune Pa Do Pou;5,625
Rune Pa Do Cri;5,625
Rune Pa Do Terre;5,625
Rune Pa Do Feu;5,625
Rune Pa Do Eau;5,625
Rune Pa Do Air;5,625
Rune Pa Do Neutre;5,625
Rune Ta Do Cri;5,625
Rune Pata Do Cri;5,625
Rune Ta Do Terre;5,625
Rune Pata Do Terre;5,625
Rune Rata Do Terre;5,625
Rune Ta Do Feu;5,625
Rune Pata Do Feu;5,625
Rune Rata Do Feu;5,625
Rune Ta Do Eau;5,625
Rune Pata Do Eau;5,625
Rune Rata Do Eau;5,625
Rune Ta Do Air;5,625
Rune Pata Do Air;5,625
Rune Rata Do Air;5,625
Rune Ta Do Neutre;5,625
Rune Pata Do Neutre;5,625
Rune Rata Do Neutre;5,625
Rune Pa Do Ren;5,625
Tignasse de Kanihilan;5,6445
Cheveux d'Alhyène;5,6445
Essence du Scarabosse Doré;5,6756
Essence de Boostache;5,6756
Bec de Gélikan;5,6792
Viscères du Scarabosse Doré;5,6941
Moustache de Boostache;5,6941
Peinture Jaune;5,7093
Peinture Rouge;5,7093
Peinture Bleue;5,7093
Peinture Orange;5,7093
Peinture Verte;5,7093
Peinture Violette;5,7093
Peinture Noire;5,7093
Copie de la clef du repaire des bandits;5,7424
Première clef du Donjon de Sphincter;5,75
Deuxième clef du Donjon de Sphincter;5,75
Clef du Refuge sylvestre;5,7624
Bave du Kaskargo;5,7657
Rubis;5,7665
Sternum de Chachachovage;5,8258
Patte de la Gardienne des Égouts;5,8392
Potion de Vieillesse;5,85
Souche de l'Abrakleur clair;5,9133
Fleur d'Onabu-Geisha;5,9318
Os de Jiangshi-Nobi;5,9318
Plastron de Tambouraï;5,9318
Épaulière de Kabushido;5,9318
Croissant de Tsukinochi;5,9318
Queue de Chasquatch;5,9318
Poil de Chacrebleu;5,9318
Collier de Chakichan;5,9318
Oreille de Chargus;5,9318
Dent de Chakaroze;5,9318
Patte de Rat Bougri;5,9801
Crabe Sourimi Exotique;6
Relique du Rasboul Majeur;6
Planche à Repasser;6
Rune Ra Sa;6,075
Viande Fraîche;6,0846
Avoine Magique;6,1304
Osier Enchanté;6,1304
Cuir Violet de Mégabwork;6,1304
Tissu de Graboule;6,1304
Tranche Magique de Krambwork;6,1304
Scalp de Bizarbwork;6,1304
Peau de Roukouto;6,1304
Peau de Tivelo;6,1304
Glande d'Arak-haï;6,1687
Essence de Batofu;6,1764
Essence de Kankreblath;6,1764
Farine Humée;6,1843
Toile d'Abrakne Sombre;6,2075
Sueur de dragodinde;6,2121
Écaille de Grozilla;6,25
Teinture Magique Ténébreuse;6,3529
Pierre d'Atomystique;6,3888
Pierre de Fumrirolle;6,3888
Clef de la Fonderie des Waddicts;6,5223
Deuxième partie de la clef du labyrinthe du Dragon Cochon;6,5298
Kole;6,5461
Essence du Directeur Grunob;6,5625
Kouartz;6,6
Nœud de Marin;6,677
Bourgeon explosif de Damadrya;6,7021
Viscères de Tanuki;6,7187
Pierre de Mofette;6,7647
Oreille de Soryo Givrefoux;6,8684
Laine de Maho Givrefoux;6,8684
Laine de Yokaï Givrefoux;6,8684
Malléole de Yomi Givrefoux;6,8684
Incisive de Kami Givrefoux;6,8684
Teinture Magique de Rougeur;6,8975
Poisson-Tigre;7
Avoine Aurifère;7
Pierre d'Aigue-Marine;7
Fragment de carte de Frakacia 1/4;7
Fragment de carte de Frakacia 2/4;7
Fragment de carte de Frakacia 3/4;7
Trèfle Agare;7
Sève de Noyer;7
Fragment de carte de Frakacia 4/4;7
Potion des Ancêtres;7,05
Cœur de Crapeur;7,1874
Duvet du Maître Corbac;7,2564
Rouflaquettes d'Halouine;7,2916
Écaille de Grasmera;7,2916
Chaussette trouée de Dramak;7,2916
Broderie de Malléfisk;7,2916
Dent du Kharnozor;7,2916
Crinière de Rat Blanc;7,3255
Métaria Triame rouge;7,4107
Métaria Triame jaune;7,4107
Oreille de Bouledogre;7,4261
Étoffe du Mulou;7,4969
Rune Ta Cri;7,5
Rune Pata Cri;7,5
Métaria Triame bleue;7,5068
Métaria Triame verte;7,5068
Clef du Village Kanniboul;7,5856
Jus de Ouassingue;7,6224
Coiffe déchiquetée de Drakoalak;7,6274
Élastique de Gobvious;7,6274
Substrat de Fascine;7,65
Plume du Rasboul Majeur;7,7205
Essence du Chafer R?nin;7,73
Kaokurimono;7,7368
Œil de Madura;7,7368
Kapokaza;7,7368
Lanterne usée;7,7368
Masque brisé;7,7368
Touffe de cheveux de Soissanth;7,7368
Dent de Cycloporth;7,7368
Patte de Masticroc;7,7368
Peau de Trémorse;7,7368
Pic de Pikténia;7,7368
Viscères de Balebz;7,7368
Jus de Toubibz;7,7368
Crâne de Kamikabz;7,7368
Cartilage de Quadrabz;7,7368
Clef de l'Arche d'Otomaï;7,7671
Saphir;7,8301
Échasse de Molette;7,833
Dents de Mulou;7,8671
Houpette de Vilain Petit Tofu;8,0187
Essence des Forgerons;8,0357
Nacre;8,037
Testicules de Cocholou;8,043
Scalp de Mulounoké;8,043
Testicules Magiques de Muloubard;8,043
Corne de Dragoss Protéiforme;8,043
Corne de Dragoss Calcaire;8,043
Coquille de Dragoss Charbon;8,043
Coquille de Dragoss Ardoise;8,043
Coquille de Dragoss Argile;8,043
Mojo de Mergranlou;8,043
Corne de Rhinoféroce;8,043
Cuir de Capsaaloocke;8,0562
Clef du Terrier du Wa Wabbit;8,1169
Bidoche Faisandée;8,1227
Langue de Morsquale;8,1666
Poils du Minotoror;8,1868
Peau de Crocabulia;8,1868
Feuille de Blop Multicolore Royal;8,1868
Paquet Cadeau du Minotoboule de Nowel;8,1893
Viande Maigre;8,1898
Fleur de Korriandre;8,225
Poil de Bworkette;8,3148
Essence de la Bworkette;8,3333
Poison cinglant;8,3624
Cristal;8,5433
Lamelle de Dramanite;8,647
Volve de Fistulor;8,647
Volve de Fongeur;8,647
Écorce d'Abrazif;8,647
Lamelle de Mérulette;8,647
Écorce de Champaknyde;8,7473
Planche de Toilette;8,7749
Croupion de Tofuzmo;8,8093
Corne de Scaratos;8,8093
Boule polie;8,8193
Corne de Déminoboule;8,8556
Corne de Mominotor;8,8556
Braise de Tofutoflamme;8,8556
Poil de Rat Bontarien;8,9615
Poisson Igloo;9
Plume Pointue de Renarbo;9,011
Cœur de Buveur;9,011
Œuf de Tofubine;9,0296
Crinière fleurie;9,0517
Furoncle de la Mama Bwork;9,0517
Kriptonite;9,15
Bandeau troué de Feu;9,1544
Bandeau troué de Terre;9,1544
Bandeau troué d'Eau;9,1544
Bandeau troué d'Air;9,1544
Corbac Mort;9,2167
Trompe de la Tromperelle;9,2576
Langue de Champodonte;9,2576
Œil de Champmane;9,2576
Lamelle de Champbis;9,2576
Bave de Champ à Gnons;9,2576
Glande du Pounicheur;9,2647
Dent de Trezz;9,2842
Peau de Vindeux;9,2842
Pagne de Trantroa;9,2842
Barbe de Seith;9,2842
Bec du Kido;9,289
Faux menton du Bourbassingue;9,289
Tuf de Mofette;9,2891
Dent de Shin Larve;9,3283
Corail Magistral;9,3283
Bec du Kwakwa;9,3283
Essence de la Shin Larve;9,375
Essence du Corailleur Magistral;9,375
Essence du Kwakwa;9,375
Essence de Rakoopeur;9,375
Peau de Minos;9,3924
Clef des Pitons Rocheux des Craqueleurs;9,4202
Étoffe de Ouassingue;9,4357
Aile Atrophiée de Tofu Dodu;9,5145
Cœur de pierre poli;9,5314
Œil de Krokille;9,5703
Boulon de Cybwork;9,5708
Cœur de Brandon;9,6744
Patte de Scoliopode;9,6764
Aile de Puceronde;9,6764
Dard de Morfrelon;9,6764
Viande Gâtée;9,6764
Croc de Dragoeuf Protecteur;9,7769
Aile de Draguaindrop;9,7769
Coco du Bitouf des Plaines;9,779
Clef du Laboratoire de Brumen Tinctorias;9,8895
Métaria Mage rouge;9,958
Métaria Mage bleue;9,958
Métaria Mage verte;9,958
Carpette des sables;10
Houblon Brillant;10
Relique du Tynril;10
Menthe Religieuse;10
Sève de Chêne;10
Bois d'Aquajou;10
Salikrone;10
Quisnoa;10
Patelle;10
Écume de mer;10
Tulipe en papier;10
Pichon d'encre;10
Bâton du Kilibriss;10,0319
Artefact Pandawushu Bois;10,0593
Nectar de l'Orient;10,0611
Clef du Potager d'Halouine;10,3413
Clef de l'antre du Blop Multicolore;10,35
Potion de Glandage;10,35
Bandelette du Guerrier Koalak;10,5539
Tourbe séchée de Tourbassingue;10,5539
Pince de Lucrane;10,6129
Venin d'Éperfide;10,6129
Antennes de Kabombz;10,6578
Crinière de Rat Noir;10,6779
Cuir de Bouftonmouth;10,9429
Clef de l'Épreuve de Draegnerys;10,961
Oreille de Gobosteur;10,9666
Queue de Wolvero;10,9666
Griffe de Blérauve;10,9666
Oreille de Croleur;10,9666
Molaire de Blérice;10,9666
Omoplate de Blérom;10,9666
Oreille d'Apériglours;10,9666
Sardine Sombre;11
Sève de Bombu;11
Rune Pa Ré Pa;11,025
Rune Pa Ré Pme;11,025
Rune Pa Ret Pa;11,025
Rune Pa Ret Pme;11,025
Rune Ta Ré Pa;11,025
Rune Pata Ré Pa;11,025
Rune Rata Ré Pa;11,025
Rune Ta Ré Pme;11,025
Rune Pata Ré Pme;11,025
Rune Rata Ré Pme;11,025
Rune Ta Ret Pa;11,025
Rune Pata Ret Pa;11,025
Rune Rata Ret Pa;11,025
Rune Ta Ret Pme;11,025
Rune Pata Ret Pme;11,025
Rune Rata Ret Pme;11,025
Poil de Rat Brâkmarien;11,0489
Boomerang du Koalak Sanguin;11,0985
Kobalite;11,1
Racine du Chêne Mou;11,5517
Fleur de Blop Griotte Royal;11,6477
Fleur de Blop Coco Royal;11,6477
Fleur de Blop Indigo Royal;11,6477
Fleur de Blop Reinette Royal;11,6477
Fémur de Koalak Farouche;11,6666
Essence du Blop Royal;11,7142
Oreille de Fleuro;11,75
Œil de Sapeur;11,8789
Clavicule de Boufmouth;11,9014
Ambre d'Abraknyde Sombre Irascible;11,9178
Boue Vénérable;11,9711
Poudre Vénérable;11,9711
Cendres Vénérables;11,9711
Flaque Vénérable;11,9711
Fumée Vénérable;11,9711
Arakne Irascible Écrasée;11,9834
Brochet Tupe-Halett;12
Lin Tempête;12
Orchidée de Génie;12
Sève d'Érable;12
Pierre de Serpiplume;12,003
Métaria Mage jaune;12,0107
Poil de Skeunk;12,0161
Laine du Royalmouth;12,0161
Pixel de Fraktale;12,0161
Peau d'Ouilleur;12,1389
Poils de Boulglours;12,2
Cuir de Glouragan;12,2
Incisive de Glourmand;12,2
Antenne de Gloursaya;12,2
Queue de Meliglours;12,2
Sang de Viandargh;12,2
Queue de Chevrotine;12,2
Bave de Brokouillon;12,2
Os de Nemroz;12,2
Flèche de Crâmbo;12,2
Armure de Blindur;12,2
Bave de Marthos;12,2
Mèche de Serpyn;12,2
Fronde de Boufronde;12,2
Élastique de barbe de Sanglirok;12,2
Planche à Pâtisserie;12,225
Poils de Barbe du Warko Violet;12,2593
Péroné du Marôdeur;12,27
Œil de Boufmouth de guerre;12,6395
Langue de Kraméléhon;12,6842
Viande Noire;12,7743
Mandibule d'Abrakne Irascible;12,7811
Boomerang du Maître Koalak;12,8778
Étoffe du Fauchalak;12,8778
Relique du Kimbo;13
Clef du Domaine Ancestral;13,0443
Laine du Trooll Furieux;13,0963
Épaulière de Troolligark;13,0963
Bracelet de Force de Trooll;13,0963
Slip de Troollaraj;13,0963
Bidoche Frelatée;13,2075
Étoffe Zoth;13,2352
Queue du Boufmouth légendaire;13,256
Essence du Wa Wabbit;13,3695
Essence de la Gelée Royale;13,3695
Essence du Kanniboul Ebil;13,3695
Étoffe du Wa Wabbit;13,4162
Cagoule du Kanniboul Ebil;13,4162
Œil de Branche Invocatrice;13,5346
Œil de Branche Soignante;13,5346
Clef du Donjon de Nowel;13,5406
Pierre du Courtilieur;13,6419
Carte de Fouduglen;13,8461
Clef du Cimetière des mastodontes;13,8697
Corde d'escalade;13,9025
Œuf de Gobus;13,9311
Kralamoure Unique;14
Sève d'Oliviolet;14
Masque du Vide;14,0769
Masque de la Vengeance;14,0769
Masque de la Violence;14,0769
Masque de la Vivacité;14,0769
Masque du Vice;14,0769
Cawotte Transgénique;14,3269
Huile de Palme;14,3728
Rutile;14,4
Bec de Truchon;14,424
Pyrute;14,4749
Planche de Gravure;14,625
Koinkoin de bain de Nagate;14,6464
Glandes de Truchtine;14,7792
Journal Intime d'Émeraude;14,8504
Shampooing au Kaliptus de Saphira;14,8504
Pense-bête de Rubise;14,8504
Place de Concert de Diamantine;14,8504
Rotule du Disciple Zoth;14,9
Seigle Résistant;15
Testicules du Tanukouï San;15
Paire de boules de Haute Truche;15
Cœur du Capitaine Ekarlatte;15
Gland de Fouduglen;15
Edelweiss Marguerite;15
Riz Cola;15
Anguille Souroche;15
Tête de Marteau en Jade;15
Sève d'If;15
Orbe régénérant mineur;15
Picot d'El Piko;15
Cœur du Croqueleur;15
Morpion de Truchideur;15,1422
Mouchoir de la Gamine Zoth;15,2663
Langue de Truchmuche;15,5133
Bananagrume;15,6208
Tibia du Guerrier Zoth;15,6512
Méga Pierre du Craqueleur Légendaire;15,6612
Essence du Craqueleur Légendaire;15,7281
Aile de Gruche;15,8925
Patte de Kabombz perturbé;15,9171
Daurade Royale;16
Sève de Bambou;16
Clef de la Caverne du Koulosse;16,0319
Écusson du Sergent Zoth;16,056
Étoffe du Roissingue;16,215
Substrat de Bosquet;16,2749
Gland de l'Écumouth;16,4772
Braguette du Maître Zoth;16,4823
Viande Goûtue;16,828
Œil de Harrogant;16,875
Cuir de Grodruche;16,875
Cuir de Peunch;16,875
Cuir d'Empaillé;16,875
Cuir de Cuirboule;16,875
Sang de Ventrublion;16,875
Incisive de Stalak;16,875
Sang de Karkanik;16,875
Incus de Verglasseur;16,875
Stapes de Frimar;16,875
Bave de Nessil;16,875
Canine de Krakal;16,875
Plume de Dodox;16,875
Patte de Termystique;16,875
Bractée de Drosérâle;16,875
Canine de Kanimate;16,875
Maxillaire de Brikoglours;16,875
Bec de Mansordide;16,875
Astragale de Mécanofoux;16,875
Volve de Mérulor;16,875
Plume de Granduk;16,875
Griffe de Strigide;16,875
Œil de Cycloïde;16,875
Aile de Sinistrofu;16,875
Aile de Nocturlabe;16,875
Pile Steamer;16,875
Carapace de Krabouilleur;16,875
Pic de Pikoleur;16,875
Sang de Harpo;16,875
Cuir d'Eskoglyphe;16,875
Barbe du Cyclophandre;16,875
Sourcil de Barbétoal;16,875
Dent de Lévitrof;16,875
Morceau de clef de Paspartou;16,875
Boule en or de Piloztère;16,875
Piège désamorcé de Mâchassin;16,875
Épaulière de Bourôliste;16,875
Crâne magique de Magouille;16,875
Œil de Verminocule;16,875
Patte de Tabacille;16,875
Antenne de Bacterrib;16,875
Coquille de Virustine;16,875
Plume de Brabuzar;16,875
Pique du Soldat;16,875
Plume du Cavalier;16,875
Gilet du Valet;16,875
Ceinture de la Dame;16,875
Sceau du Roi Joueur;16,875
Bave de Mol Usk;16,875
Pince de Crabe Yoloniste;16,875
Écaille de Gambaf;16,875
Queue de Mantaze;16,875
Encre de Poulpée;16,875
Moustache de Rilur;16,875
Épine de Diondin;16,875
Tentacule de Grofond;16,875
Tentacule de N'Yalg;16,875
Patte de Li-Fo;16,875
Œil de Shokkoth;16,875
Flûte de Klûtiste;16,875
Dent de Tilamproie;16,875
Fragment de Chakanoubis;16,875
Dent de Bandleth;16,875
Grenat de Momistik;16,875
Paupière Dorée de Rykaon;16,875
Oreille de Griffotep;16,875
Ongle de Goulafre;16,875
Aile de Kérigoule;16,875
Œil de Gouligane;16,875
Poils de Goultime;16,875
Nez de Pipisteuse;16,875
Œil de Feutôme;16,875
Pince de Crâme;16,875
Cendres de Chause;16,875
Fragment d'Ectorche;16,875
Restes d'Esprigné;16,875
Dent de Klémort;16,875
Vertèbre de Trépavois;16,875
Grenade de Moribombe;16,875
Œil de Halbardent;16,875
Chair de Zombruth;16,875
Pointe de Lance de Tournoyé;16,875
Protection de Funespadon;16,875
Aquarakne de Crânonier;16,875
Bout d'Armure de Macrab;16,875
Armure de Tanklume;16,875
Fronde de Boufbos;16,875
Poils de barbe de Barbélier;16,875
Jambière de Kasrok;16,875
Dent de Vatenbière;16,875
Rune Ta Do Pou;16,875
Rune Pata Do Pou;16,875
Mèche de Pralicienne;16,875
Peau de Torréfactueur;16,875
Chaudron de Températurge;16,875
Toque de Cabosseur;16,875
Diadème de Chocoligarque;16,875
Langue de Kashkaille;16,875
Bandeau de Voapah;16,875
Poupée de Caïguille;16,875
Pagne d'Alashasss;16,875
Canine de Cronnibal;16,875
Épaulière de Ferrailleur;16,875
Langue de Krèvladal;16,875
Côtes de Désosseur;16,875
Capuche de Skentu;16,875
Œil de Dawaj;16,875
Langue de Pistilangue;16,875
Peau pourrie de Dolid;16,875
Patte de Nheur'Gueule;16,875
Tentacule de Tentaclaque;16,875
Pétale de Gangredogue;16,875
Bois de pagaie usée;16,875
Capuche d'Armécréante;16,875
Baguette Rythmique;16,875
Boulet lesté;16,875
Manche de Fouet;16,875
Étoffe sanglante;16,875
Sang coagulé;16,875
Canine tranchante;16,875
Fragment d'armure;16,875
Linothorax;16,875
Mâchoire de Brutasmodan;16,875
Langue de Diabélial;16,875
Corne de Typhomet;16,875
Tentacule de Démoloch;16,875
Épaule de Maléphisto;16,875
Liane de Soldalia;16,875
Mousse de Caméliache;16,875
Épine d'Armuguet;16,875
Poing de Coquelicogne;16,875
Casque de Statulipe;16,875
Rune Ra Do Pou;16,875
Os Divinatoire de Voracle;16,875
Bandeau d'Ébourifauve;16,875
Daguosseuse de Domptueuse;16,875
Lampe de Gyrafor;16,875
Oreille de Lapilope;16,875
Groin de Brutapir;16,875
Mâchoire de Gropotam;16,875
Langue d'Amphibouc;16,875
Poils de zarbivore;16,875
Viande de zarbivore juteuse;16,875
Clef du Chapiteau des Magik Riktus;16,9553
Bec du Timansot;16,9734
Chaton-Perche;17
Pandouille de Trois;17
Malt Husse;17
Sève de Merisier;17
Ardonite;17,025
Brochette de Laikteur;17,2074
Clef de l'Antre de la Reine Nyée;17,275
Plume de Tofu Royal;17,3255
Lanterne de Tourthon;17,6086
Dent de Smilomouth;17,8278
Défense du Sanglacier;17,8278
Corne de Kamasterisk;17,8676
Mèche de bombe de Terristocrate;17,8676
Chouchou de Doublure;17,8676
Artefact Pandawushu Roc;17,9752
Poils magiques de Tanuki;17,9752
Jus de Cacterre;17,9752
Pépite croquée;17,9752
Eau de Kwapa;17,9826
Artefact Pandawushu Eau;17,9826
Clef du Bateau du Chouque;18,0384
Trident de Tryde;18,0803
Aile de Mansobèse;18,2154
Weischelcreme Torte;18,2529
Langue de Hacharné;18,409
Piques à cheveux de Shihan;18,6111
Écharpe de Hanshi;18,6111
Pistil du Tynril;18,6111
Plume du Mansot Royal;18,6111
Étoffe de Gourlo le Terrible;18,6464
Fiole de fumée de Nelween;18,6464
Cheveux de Draegnerys;18,6464
Queue Magique de Founoroshi;18,6802
Clef de l'Arbre de Moon;18,7413
Squame du Graogarm;18,75
Essence de Nelween;18,8372
Essence de Gourlo le Terrible;18,8372
Essence de Draegnerys;18,8372
Clef de la Fabrique de Malléfisk;18,85
Raie de Farle;19
Sève de Noisetier;19
Œil torve de Fricochère;19,0789
Huile de Mamansot;19,1495
Clef Secrète du Tofulailler Royal;19,2297
Écorce de Chiendent;19,3651
Planche à Pain;19,5
Arête géante du Shamansot;19,6535
Substrat de Fourré;19,725
Écorce de Nerbe;19,8274
Tonneau en Bombu;19,95
Chanvre Euphorique;20
Rune Do;20
Ginsengoku;20
Glotte;20
Sève d'Ébène;20
Clef du labyrinthe du Dragon Cochon;20,0679
Plaque d'acier;20,0839
Serre d'Ikargn;20,25
Corne de Méjaire;20,25
Œil de Harpille;20,25
Griffe de Buboxor;20,25
Spalière de Krâradia;20,25
Diadème de Belilith;20,25
Scalp de Bwariok;20,25
Groin de Porkzebuth;20,25
Aile d'Eninferno;20,25
Écorce de Brouture;20,3002
Étoffe de Kaniglou;20,3271
Fragment de carte de Brumen 1/4;20,5
Fragment de carte de Brumen 2/4;20,5
Fragment de carte de Brumen 3/4;20,5
Fragment de carte de Brumen 4/4;20,5
Clef du Château du Wa Wabbit;20,6878
Oreille du Fu Mansot;20,7453
Écorce de Fécorce;20,7837
Requin Marché-Libre;21
Sève de Kaliptus;21
Clef de la Tanière du Meulou;21,1245
Clef du Théâtre de Dramak;21,1273
Tête de mort;21,22
Écorce de Floribonde;21,2784
Agathe;21,3094
Coco du Bitouf Sombre;21,7844
Clef du Repaire du Kharnozor;21,8096
Bar Iton;22
Belladonzelle;22
Maïssého;22
Sève de Charme;22
Talon d'achille de l'Abrakleur sombre;22,302
Rune Pa So;22,5
Rune Ta So;22,5
Rune Pata So;22,5
Rune Rata So;22,5
Artefact Pandawushu Vent;22,6351
Pelage aérodynamique;22,6351
Artefact Pandawushu Feu;22,6385
Étoffe de Firefoux;22,6385
Pilule du Gang;23,8105
Mèche Rebelle d'Hell Mina;23,9583
Fémur de Sphincter Cell;23,9583
Poil de Ben le Ripate;23,9583
Épine Dorsale de Grozilla;23,9583
Défense du Phossile;23,9583
Morue Barbue;24
Sève de Bambou Sombre;24
Clef du Miausolée du Pounicheur;24,0652
Planche à Dessin;24,6
Kamatrix;24,8456
Corde du Fancrôme;24,8762
Bouée de Fantomalamère;24,8762
Huile de Fantimonier;24,8762
Coquille de Harpirate;24,8762
Galet cramoisi;25
Galet Saisonnier;25
Mandragorgonzola;25
Millet Zime;25
Tanche Hantée;25
Sève d'Orme;25
Clef du Garde-manger du Rat Blanc;25,0869
Cœur du Mantiscore;25,2192
Essence du Wa Wobot;25,2439
Essence du Mantiscore;25,2439
Clef de la Bibliothèque du Maître Corbac;25,2714
Coffre-forge;25,5
Estomac de Gliglidoudur;25,7264
Sabot de Gliglicérin;25,9714
Sève de Bambou Sacré;26
Essence de l'Abraknyde Ancestral;26,0606
Bourgeon d'Abraknyde Ancestral;26,1557
Clef du Goulet du Rasboul;26,2572
Bidoche Intangible;26,3157
Biscuit de chance;26,4388
Corne de Gliglibido;26,4757
Lanière en cuir de Gliglitch;27
Frostiz soufflé;27
Poisskaille Givré;27
Étoile des Neiges;27
Sève de Tremble;27
Clef de l'antre du Dragon Cochon;27,4032
Substrat de Forêt;27,525
Planche de Salut;27,6
Sablier miniature;27,6855
Clef du Labyrinthe du Minotoror;27,7663
Clef de l'Antre de Crocabulia;28,3133
Pétale de Malter;28,4653
Clef du Repaire de Sphincter Cell;28,7713
Extrémité du Grattoir;28,7937
